,name,iata_code
7990,Dortheys Hiyo Eluay International Airport,DJJ
7991,Lereh Airport,LHI
7992,Mulia Airport,LII
7993,Oksibil Airport,OKL
7994,Senggeh Airport,SEH
7995,Mindiptana Airport,MDP
7996,Bade Airport,BXD
7997,Mopah International Airport,MKQ
7998,Okaba Airport,OKQ
7999,Kepi Airport,KEI
8000,Tanah Merah Airport,TMH
8001,Melalan Airport,GHS
8002,Tanjung Harapan Airport,TJS
8003,Datadawai Airport,DTD
8004,Kalimarau Airport,BEJ
8005,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,BPN
8006,Juwata International Airport / Suharnoko Harbani AFB,TRK
8007,Aji Pangeran Tumenggung Pranoto International Airport,AAP
8008,Tanjung Santan Airport,TSX
8009,Bunyu Airport,BYQ
8010,Gamarmalamo Airport,GLX
8011,Kota Mobagu/Mopait Airport,BJG
8012,Buli Airport,PGQ
8013,Jalaluddin Airport,GTO
8014,Naha Airport,NAH
8015,Sultan Bantilan Airport,TLI
8016,Gebe Airport,GEB
8017,Kuabang Airport,KAZ
8018,Sam Ratulangi Airport,MDC
8019,Melangguane Airport,MNA
8020,Siau/Sitaro Airport,BRG
8021,Indonesia Morowali Industrial Park (IMIP) Airport,MWS
8022,Sultan Babullah Airport,TTE
8023,Buol - Pogogul Airport,UOL
8024,Waverney Airport,WAN
8025,Batu Licin Airport,BTW
8026,Iskandar Airport,PKN
8027,Gusti Syamsir Alam Airport,KBU
8028,Warukin Airport,TJG
8029,Syamsudin Noor International Airport,BDJ
8030,Sampit (Hasan) Airport,SMQ
8031,Amahai Airport,AHI
8032,Bandanaira Airport,NDA
8033,Rar Gwamar Airport,DOB
8034,"Mangole Airport, Falabisahaya",MAL
8035,Karel Sadsuitubun Airport,LUV
8036,Namrole Airport,NRE
8037,Oesman Sadik Airport,LAH
8038,Benjina Airport,BJK
8039,Emalamo Sanana Airport,SQN
8040,Pattimura International Airport,AMQ
8041,Taliabu Island Airport,TAX
8042,Wahai Airport,WBA
8043,Berau/Maratua Airport,RTU
8044,Robert Atty Bessing,LNU
8045,Abdul Rachman Saleh Airport,MLG
8046,Ngloram Airport,CPF
8047,Adisutjipto International Airport,JOG
8048,Adisumarmo International Airport,SOC
8049,Juanda International Airport,SUB
8050,Achmad Yani Airport,SRG
8051,Trunojoyo Airport,SUP
8052,Stenkol Airport,NTI
8053,Abresso Airport,RSK
8054,Kebar Airport,KEQ
8055,Fakfak Airport,FKQ
8056,Inanwatan Airport,INX
8057,Kaimana Airport,KNG
8058,Merdey Airport,RDE
8059,Marinda Airport,RJM
8060,Babo Airport,BXB
8061,Rendani Airport,MKW
8062,Teminabuan Airport,TXM
8063,Wasior Airport,WSR
8064,Bajawa Soa Airport,BJW
8065,Frans Xavier Seda Airport,MOF
8066,H. Hasan Aroeboesman (Ende) Airport,ENE
8067,Frans Sales Lega Airport,RTG
8068,Alor Island - Mali Airport,ARD
8069,Komodo Airport,LBJ
8070,David Constantijn Saudale Airport,RTI
8071,Sabu-Tardanu Airport,SAU
8072,El Tari Airport,KOE
8073,Wamena Airport,WMX
8074,Betoambari Airport,BUW
8075,Matahora Airport,WNI
8076,Selayar - Haji Aroeppala Airport,KSR
8077,Arung Palakka Airport,APD
8078,Soroako Airport,SQR
8079,Pongtiku Airport,TTR
8080,Haluoleo Airport,KDI
8081,Domine Eduard Osok Airport,SOQ
8082,Stebbins Airport,WBB
8083,Wapolu Airport,WBC
8084,Bintulu Airport,BTU
8085,Belaga Airport,BLG
8086,Long Semado Airport,LSM
8087,Long Lellang Airport,LGL
8088,Kuching International Airport,KCH
8089,Long Seridan Airport,ODN
8090,Limbang Airport,LMN
8091,Mukah Airport,MKM
8092,Long Akah Airport,LKH
8093,Marudi Airport,MUR
8094,Sematan Airport,BSE
8095,Kapit Airport,KPI
8096,Bakalalan Airport,BKM
8097,Miri Airport,MYY
8098,Sibu Airport,SBW
8099,Tanjung Manis Airport,TGC
8100,Long Sukang Airport,LSU
8101,Lawas Airport,LWY
8102,Bario Airport,BBN
8103,Semporna Airport,SMM
8104,Lahad Datu Airport,LDU
8105,Telupid Airport,TEL
8106,Keningau Airport,KGU
8107,Sahabat [Sahabat 16] Airport,SXS
8108,Kota Kinabalu International Airport,BKI
8109,Labuan Airport,LBU
8110,Tomanggong Airport,TMG
8111,Long Pasia Airport,GSA
8112,Sepulot Airport,SPE
8113,Pamol Airport,PAY
8114,Ranau Airport,RNU
8115,Sandakan Airport,SDK
8116,Kudat Airport,KUD
8117,Tawau Airport,TWU
8118,Mulu Airport,MZV
8119,Brunei International Airport,BWN
8120,"Al Ain Airport Ain District, Shabwah Governorate, Yemen",WDA
8121,Parker County Airport,WEA
8122,Wedau Airport,WED
8123,Welshpool Airport,WHL
8124,Nusawiru Airport,CJN
8125,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,PKU
8126,Pinang Kampai Airport,DUM
8127,Japura Airport,RGT
8128,Sungai Pakning Bengkalis Airport,SEQ
8129,Raja Haji Abdullah Airport,TJB
8130,Kertajati International Airport,KJT
8131,Budiarto Airport,RTO
8132,Husein Sastranegara International Airport,BDO
8133,Penggung Airport,CBN
8134,Cibeureum Airport,TSY
8135,Tambelan Airport,TBX
8136,Hang Nadim International Airport,BTH
8137,Tuanku Tambusai Airport,PPR
8138,Letung Airport,LMU
8139,Matak Airport,MWK
8140,Raja Haji Fisabilillah International Airport,TNJ
8141,Dabo Airport,SIQ
8142,Muko Muko Airport,MPC
8143,Halim Perdanakusuma International Airport,HLP
8144,Pondok Cabe Air Base,PCB
8145,Soekarno-Hatta International Airport,CGK
8146,Radin Inten II International Airport,TKG
8147,Muhammad Taufiq Kiemas Airport,TFY
8148,Binaka Airport,GNS
8149,Aek Godang Airport,AEG
8150,Jenderal Besar Abdul Haris Nasution Airport,JHN
8151,Soewondo Air Force Base,MES
8152,Kualanamu International Airport,KNO
8153,Silangit Airport,DTB
8154,Sibisa Airport,SIW
8155,Dr. Ferdinand Lumban Tobing Airport,FLZ
8156,Alas Leuser Airport,LSR
8157,H A S Hanandjoeddin International Airport,TJQ
8158,Nanga Pinoh Airport,NPO
8159,Rahadi Osman Airport,KTG
8160,Ranai Airport,NTX
8161,Supadio Airport,PNK
8162,Pangsuma Airport,PSU
8163,Sultan Thaha Airport,DJB
8164,Silampari Airport,LLJ
8165,Muara Bungo Airport,BUU
8166,Depati Amir Airport,PGK
8167,Fatmawati Soekarno Airport,BKS
8168,Sultan Mahmud Badaruddin II Airport,PLM
8169,Pendopo Airport,PDO
8170,Minangkabau International Airport,PDG
8171,Bentayan Airport,PXA
8172,Teuku Cut Ali Airport,TPK
8173,Maimun Saleh Airport,SBG
8174,Cut Nyak Dhien Airport,MEQ
8175,Lasikin Airport,LKI
8176,Rembele Airport,TXE
8177,Lhok Sukon Airport,LSX
8178,Malikus Saleh Airport,LSW
8179,Sultan Iskandar Muda International Airport,BTJ
8180,Sungai Tiang Airport,SXT
8181,Mersing Airport,MEP
8182,Sitiawan Airport,SWY
8183,Taiping (Tekah) Airport,TPG
8184,Tioman Airport,TOD
8185,Sultan Abdul Halim Airport,AOR
8186,RMAF Butterworth Air Base,BWH
8187,Sultan Ismail Petra Airport,KBR
8188,Kuantan Airport,KUA
8189,Kerteh Airport,KTE
8190,Sultan Azlan Shah Airport,IPH
8191,Senai International Airport,JHB
8192,Kuala Lumpur International Airport,KUL
8193,Langkawi International Airport,LGK
8194,Malacca International Airport,MKZ
8195,Sultan Mahmud Airport,TGG
8196,Penang International Airport,PEN
8197,Pulau Pangkor Airport,PKG
8198,LTS Pulau Redang Airport,RDN
8199,Sultan Abdul Aziz Shah International Airport,SZB
8200,Decatur Shores Airport,DTR
8201,Wanuma Airport,WNU
8202,Mathilda Batlayeri Airport,SXK
8203,Atauro Airport,AUT
8204,Suai Airport,UAI
8205,Presidente Nicolau Lobato International Airport,DIL
8206,Cakung Airport,BCH
8207,Maliana Airport,MPT
8208,Rota Do Sândalo Oecusse Airport,OEC
8209,Viqueque Airport,VIQ
8210,AA Bere Tallo (Haliwen) Airport,ABU
8211,Larantuka Gewayentana Airport,LKA
8212,Sanggata/Sangkimah Airport,SGQ
8213,Yuvai Semaring Airport,LBW
8214,Bontang Airport,BXT
8215,Nunukan Airport,NNX
8216,Tanah Grogot Airport,TNB
8217,Long Apung Airport,LPU
8218,Wasua Airport,WSA
8219,Paya Lebar Air Base,QPG
8220,Tengah Air Base,TGA
8221,Steamboat Bay Seaplane Base,WSB
8222,San Juan /Uganik/ Seaplane Base,UGI
8223,Wiseman Airport,WSM
8224,Seletar Airport,XSP
8225,Singapore Changi Airport,SIN
8226,Wantoat Airport,WTT
8227,Wuvulu Island Airport,WUV
8228,Wuzhou Xijiang Airport,WUZ
8229,Glendale Fokker Field,GWV
8230,Urad Middle Banner Airport,WZQ
8231,Miami Seaplane Base,MPB
8232,Blubber Bay Seaplane Base,XBB
8233,Biniguni Airport,XBN
8234,Broadford Airstrip,SKL
8235,Xinguara Municipal Airport,XIG
8236,Maramag Airport,XMA
8237,New Barag Right Banner Baogede Airport,XRQ
8238,Smolensk North Airport,LNX
8239,Macau Heliport at Outer Harbour Ferry Terminal,XZM
8240,Waukon Municipal Airport,UKN
8241,Albany Airport,ALH
8242,Abingdon Downs Airport,ABG
8243,Alton Downs Airport,AWN
8244,Augustus Downs Airport,AUD
8245,Lyall Harbour Seaplane Base,YAJ
8246,Marla Airport,MRP
8247,Alexandria Homestead Airport,AXL
8248,Aramac Airport,AXC
8249,Andamooka Airport,ADO
8250,Ammaroo Airport,AMX
8251,Amata Airport,AMT
8252,West Angelas Airport,WLP
8253,Anthony Lagoon Airport,AYL
8254,Maple Bay Seaplane Base,YAQ
8255,Ararat Airport,ARY
8256,Argyle Airport,GYL
8257,Armidale Airport,ARM
8258,Arrabury Airport,AAB
8259,Aurukun Airport,AUU
8260,Austral Downs Airport,AWP
8261,Auvergne Airport,AVG
8262,Ayers Rock Connellan Airport,AYQ
8263,Ayr Airport,AYR
8264,Mount Barnett Airport,MBN
8265,Barcaldine Airport,BCI
8266,Alice Springs Airport,ASP
8267,Badu Island Airport,BDD
8268,Barkly Downs Airport,BKP
8269,Brisbane International Airport,BNE
8270,Gold Coast Airport,OOL
8271,Blackall Airport,BKQ
8272,Cairns International Airport,CNS
8273,Charleville Airport,CTL
8274,Bedford Downs Airport,BDW
8275,Bendigo Airport,BXG
8276,Birdsville Airport,BVI
8277,Bellburn Airstrip,BXF
8278,Betoota Airport,BTX
8279,Beagle Bay Airport,BEE
8280,Boolgeeda,OCM
8281,Balgo Hill Airport,BQW
8282,Bull Harbour Water Aerodrome,YBH
8283,Broken Hill Airport,BHQ
8284,Hamilton Island Airport,HTI
8285,Bedourie Airport,BEU
8286,Billiluna Airport,BIW
8287,Bizant Airport,BZP
8288,Baie-Johan-Beetz Water Aerodrome,YBJ
8289,Bourke Airport,BRK
8290,Burketown Airport,BUC
8291,Benalla Airport,BLN
8292,Balcanoona Airport,LCN
8293,Biloela Airport,ZBL
8294,Bollon Airport,BLS
8295,Busselton Margaret River Regional Airport,BQB
8296,Mount Isa Airport,ISA
8297,Bloomfield River Airport,BFC
8298,Mackay Airport,MKY
8299,Ballina Byron Gateway Airport,BNK
8300,Bairnsdale Airport,BSJ
8301,Boigu Island Airport,GIC
8302,Oakey Army Aviation Centre,OKY
8303,Boulia Airport,BQL
8304,Yibin Wuliangye Airport,YBP
8305,Brampton Island Airport,BMP
8306,"Melbourne Heliport, Batman Park",KAH
8307,Proserpine Whitsunday Coast Airport,PPP
8308,Telegraph Harbour Seaplane Base,YBQ
8309,Rockhampton Airport,ROK
8310,Borroloola Airport,BOX
8311,Broome International Airport,BME
8312,Balranald Airport,BZD
8313,Brunette Downs Airport,BTD
8314,Brewarrina Airport,BWQ
8315,Barimunya Airport,BYP
8316,Sunshine Coast Airport,MCY
8317,Bathurst Airport,BHS
8318,Bathurst Island Airport,BRT
8319,Townsville Airport / RAAF Base Townsville,TSV
8320,Blackwater Airport,BLT
8321,Batavia Downs Airport,BVW
8322,Bundaberg Airport,BDB
8323,Bunbury Airport,BUY
8324,Bulimba Airport,BIP
8325,Bowen Airport,ZBO
8326,Weipa Airport,WEI
8327,Bolwarra Airport,BCK
8328,Toowoomba Wellcamp Airport,WTB
8329,Barrow Island Airport,BWB
8330,Beverley Springs Airport,BVZ
8331,Cattle Creek Airport,CTR
8332,Caiguna Airport,CGV
8333,Coolah Airport,CLH
8334,Carnarvon Airport,CVQ
8335,Casino Airport,CSI
8336,Cobar Airport,CAZ
8337,Coonabarabran Airport,COJ
8338,Canobie Airport,CBY
8339,Cape Barren Island Airport,CBI
8340,Coober Pedy Airport,CPD
8341,Collarenebri Airport,CRB
8342,Chinchilla Airport,CCL
8343,Coconut Island Airport,CNC
8344,Cloncurry Airport,CNJ
8345,Condobolin Airport,CBX
8346,Caloundra Airport,CUD
8347,Ceduna Airport,CED
8348,Cleve Airport,CVC
8349,Cortes Bay Water Aerodrome,YCF
8350,Camfield Airport,CFI
8351,Clifton Hills Airport,CFH
8352,Cape Flattery Airport,CQP
8353,Coffs Harbour Airport,CFS
8354,Chillagoe Airport,LLG
8355,Cherrabah Airport,CRH
8356,Christmas Creek Airport,CKW
8357,Charters Towers Airport,CXT
8358,RAAF Base Curtin,DCN
8359,Croker Island Airport,CKI
8360,Cooktown Airport,CTN
8361,Clermont Airport,CMQ
8362,Cunnamulla Airport,CMA
8363,Camooweal Airport,CML
8364,Camp Nifty Airport,NIF
8365,Cessnock Airport,CES
8366,Coonamble Airport,CNB
8367,Cordillo Downs Airport,ODL
8368,Coen Airport,CUQ
8369,Collie Airport,CIE
8370,Cooma Snowy Mountains Airport,OOM
8371,Cooinda Airport,CDA
8372,Corowa Airport,CWW
8373,Carpentaria Downs Airport,CFP
8374,Corryong Airport,CYG
8375,Christmas Creek Station Airport,CXQ
8376,Croydon Airport,CDQ
8377,Collinsville Airport,KCE
8378,Cootamundra Airport,CMD
8379,Cudal Airport,CUG
8380,Cue Airport,CUY
8381,Coondewanna Airport,CJF
8382,Cowarie Airport,CWR
8383,Cowell Airport,CCW
8384,Cowra Airport,CWT
8385,Coolawanyah Airport,COY
8386,Dajarra Airport,DJR
8387,Dalby Airport,DBY
8388,Dirranbandi Airport,DRN
8389,Dunbar Airport,DNB
8390,Derby Airport,DRB
8391,Drumduff Airport,DFP
8392,Daydream Island Helipad,DDI
8393,Dalgaranga Gold Mine Airport,DGD
8394,Doongan Airport,DNG
8395,Dixie Airport,DXD
8396,Dunk Island Airport,DKI
8397,Dulkaninna Airport,DLK
8398,Deniliquin Airport,DNQ
8399,Delta Downs Airport,DDN
8400,Delissaville Airport,DLV
8401,Daly Waters Airport,DYW
8402,Doomadgee Airport,DMD
8403,Daly River Airport,DVR
8404,Darnley Island Airport,NLF
8405,Dorunda Airport,DRD
8406,Davenport Downs Airport,DVP
8407,Devonport Airport,DPO
8408,Dongara Airport,DOX
8409,Drysdale River Airport,DRY
8410,Durham Downs Airport,DHD
8411,Durrie Airport,DRR
8412,Dunwich Airport,SRR
8413,Docker River Airport,DKV
8414,Dysart Airport,DYA
8415,Ar Rawdah Airport,RXA
8416,Echuca Airport,ECH
8417,Eucla Airport,EUC
8418,Etadunna Airport,ETD
8419,Eneabba Airport,ENB
8420,Einasleigh Airport,EIH
8421,Elcho Island Airport,ELC
8422,Elkedra Airport,EKD
8423,Emerald Airport,EMD
8424,Yenkis(Yankisa) Airport,YEQ
8425,Erldunda Airport,EDD
8426,Ernabella Airport,ERB
8427,Elrose Airport,ERQ
8428,Esperance Airport,EPR
8429,Eva Downs Airport,EVD
8430,Evans Head Aerodrome,EVH
8431,Eliwana,WHB
8432,Exmouth Airport,EXM
8433,Forbes Airport,FRB
8434,Fortescue - Dave Forrest Aerodrome,KFE
8435,Finley Airport,FLY
8436,Flinders Island Airport,FLS
8437,Flora Valley Airport,FVL
8438,Finke Airport,FIK
8439,Forrest Airport,FOS
8440,Oombulgurri Airport,FVR
8441,Forster (Wallis Is) Airport,FOT
8442,Fremantle Heliport,JFM
8443,Fitzroy Crossing Airport,FIZ
8444,Yongchuan Da'an General Airport,YGA
8445,Gamboola Airport,GBP
8446,Gayndah Airport,GAH
8447,South Goulburn Is Airport,GBL
8448,Gunnedah Airport,GUH
8449,Goondiwindi Airport,GOO
8450,Gordon Downs Airport,GDD
8451,Gregory Downs Airport,GGD
8452,Gorge Harbour Seaplane Base,YGE
8453,Geraldton Airport,GET
8454,Clarence Valley Regional Airport,GFN
8455,Ginbata Airport,GBW
8456,Gibb River Airport,GBV
8457,Great Keppel Is Airport,GKL
8458,Gladstone Airport,GLT
8459,Goulburn Airport,GUL
8460,Glengyle Airport,GLG
8461,Glen Innes Airport,GLI
8462,Glenormiston Airport,GLM
8463,Greenway Sound Seaplane Base,YGN
8464,Grenfell Airport,GFE
8465,Greenvale Airport,GVP
8466,Mount Gordon Airport,GPD
8467,Garden Point Airport,GPN
8468,Gascoyne Junction Airport,GSC
8469,Groote Eylandt Airport,GTE
8470,Griffith Airport,GFF
8471,Georgetown Airport,GTT
8472,Georgetown Airport,GEE
8473,Gympie Airport,GYP
8474,Wilpena Pound Airport,HWK
8475,Hay Airport,HXX
8476,Hervey Bay Airport,HVB
8477,Humbert River Airport,HUB
8478,Henbury Airport,HRY
8479,Headingly Airport,HIP
8480,Highbury Airport,HIG
8481,Horn Island Airport,HID
8482,Hillside Airport,HLL
8483,Halls Creek Airport,HCQ
8484,Hermannsburg Airport,HMG
8485,Hamilton Airport,HLT
8486,Hooker Creek Airport,HOK
8487,Mount Hotham Airport,MHU
8488,Happy Bay Helipad,HAP
8489,Hopetoun Airport,HTU
8490,Hope Vale Airport,HPE
8491,Horsham Airport,HSM
8492,Heathlands Airport,HAT
8493,Hughenden Airport,HGD
8494,Iron Bridge Mine Airport,IBM
8495,Indulkana Airport,IDK
8496,Innisfail Airport,IFL
8497,Iffley Airport,IFF
8498,Ingham Airport,IGH
8499,Inkerman Airport,IKP
8500,Injune Airport,INJ
8501,Innamincka Airport,INM
8502,Inverway Airport,IVW
8503,Isisford Airport,ISI
8504,Inverell Airport,IVR
8505,Jabiru Airport,JAB
8506,Jundah Airport,JUN
8507,Julia Creek Airport,JCK
8508,Jurien Bay Airport,JUR
8509,Kalumburu Airport,UBU
8510,Ken's Bore airport,KYB
8511,Kambalda Airport,KDB
8512,Kalbarri Airport,KAX
8513,Streaky Bay Airport,KBY
8514,Kings Canyon Airport,KBJ
8515,Kings Creek Airport,KCS
8516,Koodaideri Mine Airport,OOD
8517,Kerang Airport,KRA
8518,King Island Airport,KNS
8519,Kirkimbie Station Airport,KBB
8520,Kalkgurung Airport,KFG
8521,Koolatah Airport,KOH
8522,Koolburra Airport,KKP
8523,Koolan Central Airport,KCI
8524,Karumba Airport,KRB
8525,Kamileroi Airport,KML
8526,Kempsey Airport,KPS
8527,Katanning Airport,KNI
8528,Kowanyama Airport,KWM
8529,Kalpowar Airport,KPP
8530,Kingaroy Airport,KGY
8531,Kingscote Airport,KGC
8532,Klemtu Water Aerodrome,YKT
8533,Kubin Island Airport,KUG
8534,Kurundi Airport,KRD
8535,Lawn Hill Airport,LWH
8536,Leigh Creek Airport,LGH
8537,Leonora Airport,LNO
8538,Lake Evella Airport,LEL
8539,Lakefield Airport,LFP
8540,Lord Howe Island Airport,LDH
8541,Lockhart River Airport,IRG
8542,Lyndhurst Airport,LTP
8543,Limbunya Airport,LIB
8544,Lindeman Island Airport,LDC
8545,Lismore Airport,LSY
8546,Lake Nash Airport,LNH
8547,Ballera Airport,BBL
8548,Lake Macquarie Airport,BEO
8549,Lakeland Airport,LKD
8550,Lock Airport,LOC
8551,Lorraine Airport,LOA
8552,Lotus Vale Airport,LTV
8553,Mingan Airport,YLP
8554,Laura Airport,LUU
8555,Lightning Ridge Airport,LHG
8556,Longreach Airport,LRE
8557,New Laura Airport,LUT
8558,Leinster Airport,LER
8559,Laverton Airport,LVO
8560,Latrobe Valley Airport,TGN
8561,Lizard Island Airport,LZR
8562,Mabuiag Island Airport,UBB
8563,Murray Island Airport,MYI
8564,Avalon Airport,AVV
8565,Albury Airport,ABX
8566,Mareeba Airport,MRG
8567,Marble Bar Airport,MBB
8568,Mallacoota Airport,XMC
8569,Manners Creek Airport,MFP
8570,Millicent Airport,MLR
8571,Mudgee Airport,DGE
8572,Mandora Airport,MQA
8573,Macdonald Downs Airport,MNW
8574,Meekatharra Airport,MKR
8575,Melbourne Essendon Airport,MEB
8576,Merimbula Airport,MIM
8577,Merluna Airport,MLV
8578,Milingimbi Airport,MGT
8579,Maningrida Airport,MNG
8580,Mount Gunson Airport,GSN
8581,Margaret River (Station) Airport,MGV
8582,Margaret River Airport,MQZ
8583,Musgrave Airport,MVU
8584,Hobart International Airport,HBA
8585,Mount House Airport,MHO
8586,McArthur River Mine Airport,MCV
8587,Mildura Airport,MQL
8588,Minlaton Airport,XML
8589,Mitchell Plateau Airport,MIH
8590,Miranda Downs Airport,MWY
8591,Mitchell Airport,MTQ
8592,Manjimup Airport,MJP
8593,Miles Airport,WLE
8594,Launceston Airport,LST
8595,Melbourne Moorabbin Airport,MBW
8596,Murrin Murrin Airport,WUI
8597,Melbourne International Airport,MEL
8598,Middlemount Airport,MMM
8599,Maitland Airport,MTL
8600,Mount Keith Airport,WME
8601,Monkira Airport,ONR
8602,Mount Swan Airport,MSF
8603,Morney Airport,OXY
8604,Mount Magnet Airport,MMG
8605,Mooraberree Airport,OOR
8606,Moree Airport,MRZ
8607,Moreton Airport,MET
8608,Minnipa Airport,MIN
8609,Marqua Airport,MQE
8610,Moranbah Airport,MOV
8611,Marree Airport,RRE
8612,Morawa Airport,MWB
8613,Moruya Airport,MYA
8614,Mount Sanford Station Airport,MTD
8615,Mittebah Airport,MIY
8616,Muttaburra Airport,UTB
8617,Mount Gambier Airport,MGB
8618,Mornington Island Airport,ONG
8619,Monto Airport,MNQ
8620,Muccan Station Airport,MUQ
8621,Mungeranie Airport,MNE
8622,Mulka Airport,MVK
8623,Mulga Park Airport,MUP
8624,Mount Valley Airport,MNV
8625,Mullewa Airport,MXU
8626,Moolawatana Airport,MWT
8627,Marion Downs Airport,MXD
8628,Maryborough Airport,MBH
8629,Myroodan Station Airport,MYO
8630,Merty Merty Airport,RTY
8631,Nappa Merrie Airport,NMR
8632,Narrandera Airport,NRA
8633,Narrabri Airport,NAA
8634,Ngukurr Airport,RPM
8635,Nambucca Heads Airport,NBH
8636,Nicholson Airport,NLS
8637,Noonkanbah Airport,NKB
8638,New Moon Airport,NMP
8639,Napperby Airport,NPP
8640,Northern Peninsula Airport,ABM
8641,Naracoorte Airport,NAC
8642,Narrogin Airport,NRG
8643,Narromine Airport,QRM
8644,Ravensthorpe Airport,RVT
8645,Noosa Airport,NSV
8646,Norseman Airport,NSM
8647,Yantai Penglai International Airport,YNT
8648,Normanton Airport,NTN
8649,Nullabor Motel Airport,NUR
8650,Nullagine Airport,NLL
8651,Numbulwar Airport,NUB
8652,Nutwood Downs Airport,UTD
8653,Newman Airport,ZNE
8654,Nyngan Airport,NYN
8655,Oenpelli Airport,OPI
8656,Opinaca Aerodrome,YOI
8657,Colac Airport,XCO
8658,Olympic Dam Airport,OLP
8659,Onslow Airport,ONS
8660,Oodnadatta Airport,ODD
8661,Moomba Airport,MOO
8662,Orbost Airport,RBS
8663,Orange Airport,OAG
8664,Ord River Airport,ODR
8665,Osborne Mine Airport,OSO
8666,Ouyen Airport,OYN
8667,Adelaide International Airport,ADL
8668,Port Augusta Airport,PUG
8669,Palm Island Airport,PMK
8670,Paraburdoo Airport,PBO
8671,Cocos (Keeling) Islands Airport,CCK
8672,Parndana Airport,PDN
8673,Pandie Pandie Airport,PDE
8674,Darwin International Airport / RAAF Darwin,DRW
8675,Pardoo Airport,PRD
8676,Gove Airport,GOV
8677,Port Pirie Airport,PPI
8678,Perth Jandakot Airport,JAD
8679,Karratha Airport,KTA
8680,Kalgoorlie Boulder Airport,KGI
8681,Parkes Airport,PKE
8682,Port Keats Airport,PKT
8683,East Kimberley Regional (Kununurra) Airport,KNX
8684,Port Lincoln Airport,PLO
8685,Learmonth Airport,LEA
8686,Prominent Hill Airport,PXH
8687,Pormpuraaw Airport,EDR
8688,Port Macquarie Airport,PQQ
8689,Penong Airport,PEY
8690,Portland Airport,PTJ
8691,Porepunkah Airport,MBF
8692,Port Hedland International Airport,PHE
8693,Perth International Airport,PER
8694,Penneshaw Airport,PEA
8695,Tindal Airport,KTR
8696,Woomera Airfield,UMR
8697,Christmas Island Airport,XCH
8698,Quirindi Airport,UIR
8699,April Point Seaplane Base,YQJ
