,name,iata_code
4541,Pécs-Pogány Airport,PEV
4542,Hévíz–Balaton Airport,SOB
4543,L'Aquila–Preturo Airport,QAQ
4544,Crotone Sant'Anna Pythagoras Airport,CRV
4545,Bari Karol Wojtyła International Airport,BRI
4546,Foggia Gino Lisa Airport,FOG
4547,Taranto-Grottaglie Marcello Arlotta Airport,TAR
4548,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,LCC
4549,Abruzzo Airport,PSR
4550,Brindisi Airport,BDS
4551,Lamezia Terme Sant'Eufemia International Airport,SUF
4552,Comiso Airport,CIY
4553,Catania-Fontanarossa Airport,CTA
4554,Lampedusa Airport,LMP
4555,Pantelleria Airport,PNL
4556,Falcone–Borsellino Airport,PMO
4557,Reggio Calabria Airport,REG
4558,Vincenzo Florio Airport Trapani-Birgi,TPS
4559,Sigonella Navy Air Base,NSY
4560,Belluno Arturo dell'Oro Airport,BLX
4561,Ravenna Airport,RAN
4562,Alghero-Fertilia Airport,AHO
4563,Decimomannu Air Base,DCI
4564,Cagliari Elmas Airport,CAG
4565,Olbia Costa Smeralda Airport,OLB
4566,Oristano-Fenosu Airport,FNU
4567,Tortolì Airport,TTB
4568,Milan Malpensa International Airport,MXP
4569,Milan Bergamo Airport / Antonio Locatelli Air Base,BGY
4570,Turin Airport,TRN
4571,Riviera Villanova d'Albenga International Airport,ALL
4572,Genoa Cristoforo Colombo Airport,GOA
4573,Milano Linate Airport,LIN
4574,Parma Airport,PMF
4575,Aosta Corrado Gex Airport,AOT
4576,Cuneo International Airport,CUF
4577,Aviano Air Base,AVB
4578,Bolzano Airport,BZO
4579,Udine-Campoformido Air Base,UDN
4580,Bologna Guglielmo Marconi Airport,BLQ
4581,Treviso Antonio Canova Airport,TSF
4582,Forlì Luigi Ridolfi Airport,FRL
4583,Brescia Gabriele d'Annunzio Airport,VBS
4584,Trieste–Friuli Venezia Giulia Airport,TRS
4585,Federico Fellini International Airport,RMI
4586,Verona Villafranca Valerio Catullo Airport,VRN
4587,Marche Airport,AOI
4588,Venice Marco Polo Airport,VCE
4589,Lucca-Tassignano Airport,LCV
4590,Siena-Ampugnano Airport,SAY
4591,Ciampino–G. B. Pastine International Airport,CIA
4592,Rome–Fiumicino Leonardo da Vinci International Airport,FCO
4593,Salerno Costa d'Amalfi Airport,QSR
4594,Marina di Campo Airport,EBA
4595,Naples International Airport,NAP
4596,Pisa International Airport,PSA
4597,"Florence Airport, Peretola",FLR
4598,Grosseto Corrado Baccarini Air Base / Grosseto Airport,GRS
4599,Perugia San Francesco d'Assisi – Umbria International Airport,PEG
4600,Ljubljana Jože Pučnik Airport,LJU
4601,Maribor Edvard Rusjan Airport,MBX
4602,Portorož Airport,POW
4603,Nuwara Eliya (Lake Gregory) Waterdrome,NUA
4604,Lekana Airport,LKC
4605,České Budějovice South Bohemian Airport,JCL
4606,Kunovice Airport,UHE
4607,Karlovy Vary Airport,KLV
4608,Mnichovo Hradiště Airport,HRA
4609,Ostrava Leos Janáček Airport,OSR
4610,Olomouc Airport,OLO
4611,Pardubice Airport,PED
4612,Přerov Air Base,PRV
4613,Václav Havel Airport Prague,PRG
4614,Brno-Tuřany Airport,BRQ
4615,Vodochody Airport,VOD
4616,Zábřeh Dolní Benešov Airfield,ZBE
4617,Ben Gurion International Airport,TLV
4618,Beersheba (Teyman) Airport,BEV
4619,Ramon International Airport,ETM
4620,Ein Yahav Airfield,EIY
4621,La Lima - Reginaldo Hammer Airport,LLH
4622,Haifa International Airport,HFA
4623,Rosh Pina Airport,RPN
4624,Kiryat Shmona Airport,KSW
4625,Lissadell Airport,LLL
4626,Bar Yehuda Airfield,MTZ
4627,Nevatim Air Base,VTM
4628,Ovda Airport,VDA
4629,Ramon Air Base,MIP
4630,Yotvata Airfield,YOT
4631,Malta International Airport,MLA
4632,Madivaru Airport,LMV
4633,Palma Airport,LMZ
4634,Lengbati Airport,LNC
4635,Munbil Airport,LNF
4636,Langimar Airport,LNM
4637,Monaco Heliport,MCM
4638,Sankt Anton am Arlberg Heliport,ANT
4639,Hohenems-Dornbirn Airfield,HOH
4640,Francisco Primo de Verdad y Ramos Airport,LOM
4641,Lowe AHP (Fort Rucker) Heliport,LOR
4642,Graz Airport,GRZ
4643,Innsbruck Airport,INN
4644,Klagenfurt Airport,KLU
4645,Linz-Hörsching Airport / Vogler Air Base,LNZ
4646,Salzburg Airport,SZG
4647,Vienna International Airport,VIE
4648,Alverca Air Base,AVR
4649,Santa Maria Airport,SMA
4650,Bragança Airport,BGC
4651,Beja Airport / Airbase,BYJ
4652,Braga Municipal Aerodrome,BGZ
4653,Aerodromo de Chaves,CHV
4654,Aerodromo Municipal de Coimbra,CBP
4655,Corvo Airport,CVU
4656,Cascais Airport,CAT
4657,Flores Airport,FLW
4658,Faro Airport,FAO
4659,Graciosa Airport,GRW
4660,Horta Airport,HOR
4661,Lajes Airport,TER
4662,Madeira International Airport Cristiano Ronaldo,FNC
4663,Monte Real Air Base,QLR
4664,João Paulo II Airport,PDL
4665,Pico Airport,PIX
4666,Portimão Airport,PRM
4667,Francisco de Sá Carneiro Airport,OPO
4668,Porto Santo Airport,PXO
4669,Humberto Delgado Airport (Lisbon Portela Airport),LIS
4670,São Jorge Airport,SJZ
4671,Vila Real Airport,VRL
4672,Aerodromo Goncalves Lobato (Viseu Airport),VSE
4673,Banja Luka International Airport,BNX
4674,Mostar International Airport,OMO
4675,Sarajevo International Airport,SJJ
4676,Tuzla International Airport,TZL
4677,Arad International Airport,ARW
4678,Bacău George Enescu International  Airport,BCM
4679,Maramureș International Airport,BAY
4680,Bucharest Băneasa Aurel Vlaicu International Airport,BBU
4681,Mihail Kogălniceanu International Airport,CND
4682,Cluj Avram Iancu International Airport,CLJ
4683,Caransebeş Airport,CSB
4684,Craiova International Airport,CRA
4685,Iaşi Airport,IAS
4686,Oradea International Airport,OMR
4687,Bucharest Henri Coandă International Airport,OTP
4688,Brașov-Ghimbav International Airport,GHV
4689,Sibiu International Airport,SBZ
4690,Satu Mare International Airport,SUJ
4691,Suceava Stefan cel Mare Airport,SCV
4692,Tulcea Danube Delta Airport,TCE
4693,Târgu Mureş Transilvania International Airport,TGM
4694,Timişoara Traian Vuia Airport,TSR
4695,Geneva Cointrin International Airport,GVA
4696,Sion Airport,SIR
4697,Emmen Air Base,EML
4698,Payerne Air Base,VIP
4699,Lugano Airport,LUG
4700,Bern Airport,BRN
4701,Buochs Airport,BXO
4702,Zürich Airport,ZRH
4703,Sankt Gallen Altenrhein Airport,ACH
4704,Samedan Airport,SMV
4705,Gökçeada Airport,GKD
4706,Esenboğa International Airport,ESB
4707,Etimesgut Air Base,ANK
4708,Adana Şakirpaşa Airport,ADA
4709,İncirlik Air Base,UAB
4710,Afyon Air Base,AFY
4711,Antalya International Airport,AYT
4712,Gaziantep International Airport,GZT
4713,Kastamonu Airport,KFS
4714,Konya Airport,KYA
4715,Amasya Merzifon Airport,MZH
4716,Sivas Nuri Demirağ Airport,VAS
4717,Zonguldak Çaycuma Airport,ONQ
4718,Malatya Erhaç Airport,MLX
4719,Kayseri Erkilet Airport,ASR
4720,Tokat Airport,TJK
4721,Çardak Airport,DNZ
4722,Nevşehir Kapadokya Airport,NAV
4723,İstanbul Atatürk Airport,ISL
4724,Aydın Çıldır Airport,CII
4725,Balıkesir Airport,BZI
4726,Bandırma Airport,BDM
4727,Çanakkale Airport,CKZ
4728,Eskişehir Air Base,ESK
4729,Adnan Menderes International Airport,ADB
4730,Çiğli Airbase,IGL
4731,Uşak Airport,USQ
4732,Cengiz Topel Airport,KCO
4733,Bursa Yenişehir Airport,YEI
4734,Dalaman International Airport,DLM
4735,Tekirdağ Çorlu Airport,TEQ
4736,Bodrum-Imsık Airport,BXN
4737,Anadolu Airport,AOE
4738,Zafer Airport,KZR
4739,Elazığ Airport,EZS
4740,Ordu–Giresun Airport,OGU
4741,Diyarbakır Airport,DIY
4742,Erzincan Airport,ERC
4743,Erzurum International Airport,ERZ
4744,Kars Airport,KSY
4745,Trabzon International Airport,TZX
4746,Van Ferit Melen Airport,VAN
4747,Batman Airport,BAL
4748,Muş Airport,MSR
4749,Siirt Airport,SXZ
4750,Sinop Airport,NOP
4751,Kahramanmaraş Airport,KCM
4752,Ağrı Airport,AJI
4753,Adıyaman Airport,ADF
4754,Mardin Airport,MQM
4755,Şanlıurfa GAP Airport,GNY
4756,Iğdır Airport,IGD
4757,Şırnak Şerafettin Elçi Airport,NKT
4758,Hakkari Yüksekova Airport,YKO
4759,Hatay Airport,HTY
4760,Leitre Airport,LTF
4761,Selçuk Efes Airport,IZM
4762,Süleyman Demirel International Airport,ISE
4763,Balıkesir Koca Seyit Airport,EDO
4764,Milas Bodrum International Airport,BJV
4765,Gazipaşa-Alanya Airport,GZP
4766,Samsun-Çarşamba Airport,SZF
4767,Istanbul Sabiha Gökçen International Airport,SAW
4768,İstanbul Airport,IST
4769,Bălți International Airport,BZY
4770,Chişinău International Airport,RMO
4771,Lebak Rural Airport,LWA
4772,Ohrid St. Paul the Apostle Airport,OHD
4773,Skopje International Airport,SKP
4774,Gibraltar Airport,GIB
4775,Brak Airport,BCQ
4776,Martuba Air Base,DNF
4777,Misrata International Airport,MRA
4778,Ubari Airport,QUB
4779,Ponikve Airport,UZC
4780,Belgrade Nikola Tesla Airport,BEG
4781,Berane Airport,IVG
4782,Batajnica Air Base,BJY
4783,Morava Airport,KVO
4784,Niš Constantine the Great Airport,INI
4785,Podgorica Airport / Podgorica Golubovci Airbase,TGD
4786,Tivat Airport,TIV
4787,Langzhong Gucheng Airport,LZG
4788,M. R. Štefánik Airport,BTS
4789,Košice International Airport,KSC
4790,Lučenec Airfield,LUE
4791,Piešťany Airport,PZY
4792,Prešov Air Base,POV
4793,Sliač Airport,SLD
4794,Poprad-Tatry Airport,TAT
4795,Žilina-Dolný Hričov Airport,ILZ
4796,Drummond Airport,DRU
4797,Guelmim Airport,GLN
4798,Ware Airport,UWA
4799,Mamai Airport,MAP
4800,JAGS McCartney International Airport,GDT
4801,Middle Caicos Airport,MDS
4802,North Caicos Airport,NCA
4803,Pine Cay Airport,PIC
4804,Providenciales International Airport,PLS
4805,South Caicos Airport,XSC
4806,Salt Cay Airport,SLX
4807,Maria Montez International Airport,BRX
4808,Cabo Rojo Airport,CBJ
4809,Samaná El Catey International Airport,AZS
4810,Constanza - Expedición 14 de Junio National Airport,COZ
4811,La Isabela International Airport,JBQ
4812,Casa De Campo International Airport,LRM
4813,Punta Cana International Airport,PUJ
4814,Gregorio Luperon International Airport,POP
4815,Las Américas International Airport,SDQ
4816,Cibao International Airport,STI
4817,Médouneu Airport,MDV
4818,Loring International Airport,LIZ
4819,Melfi Airport,MEF
4820,Ambohibary Airport,OHB
4821,Ankokoambo Airport,NKO
4822,Relais de la Reine Airport,RLR
4823,Doany Airport,DOA
4824,Coban Airport,CBV
4825,Carmelita Airport,CMM
4826,Coatepeque Airport,CTF
4827,La Aurora Airport,GUA
4828,Huehuetenango Airport,HUG
4829,National Wildlife Refuge Airport,MGI
4830,Manga Airport,MGP
4831,Puerto Barrios Airport,PBR
4832,Poptún Airport,PON
4833,Quiché Airport,AQB
4834,Quezaltenango Airport,AAZ
4835,Rubelsanto Airport,RUV
4836,Las Vegas Airport,LCF
4837,Retalhuleu Airport,RER
4838,San José Airport,GSJ
4839,Mundo Maya International Airport,FRS
4840,Ailuk Airport,AIM
4841,Aur Island Airport,AUL
4842,Enyu Airfield,BII
4843,Ebadon Airport,EBN
4844,Jabot Airport,JAT
4845,Jeh Airport,JEJ
4846,Likiep Airport,LIK
4847,Lae Island Airport,LML
4848,Maloelap Island Airport,MAV
4849,Mejit Atoll Airport,MJB
4850,Majkin Airport,MJE
4851,Namorik Airport,NDK
4852,Rongelap Island Airport,RNP
4853,Tinak Airport,TIC
4854,Jaluit Airport,UIT
4855,Woja Airport,WJA
4856,Wotje Airport,WTE
4857,Wotho Island Airport,WTO
4858,Ahuas Airport,AHS
4859,Brus Laguna Airport,BHG
4860,Carta Airport,LUI
4861,Coyoles Airport,CYL
4862,Cauquira Airport,CDD
4863,El Arrayán Airport,OAN
4864,El Aguacate Airport,CAA
4865,Celaque Gracias Airport,GAC
4866,Iriona Airport,IRN
4867,Jutigalpa airport,JUT
4868,Goloson International Airport,LCE
4869,La Esperanza Airport,LEZ
4870,Ramón Villeda Morales International Airport,SAP
4871,Limon Airport,LMH
4872,Hooker County Airport,MHN
4873,La Laguna Airport,GJA
4874,Palacios Airport,PCH
4875,Puerto Lempira Airport,PEU
4876,Juan Manuel Gálvez International Airport,RTB
4877,Rioamarillo Airport,RUY
4878,Palmerola International Airport / José Enrique Soto Cano Air Base,XPL
4879,Tela Airport,TEA
4880,Toncontín International Airport,TGU
4881,Trujillo Airport,TJI
4882,Tocoa Airport,TCF
4883,Sulaco Airport,SCD
4884,Utila Airport,UII
4885,Morehead Airport,MHY
4886,Yoro Airport,ORO
4887,Mainoru Airstrip,MIZ
4888,Moki Airport,MJJ
4889,Maganja da Costa Airport,MJS
4890,Ian Fleming International Airport,OCJ
4891,Norman Manley International Airport,KIN
4892,Sangster International Airport,MBJ
4893,Ken Jones Airport,POT
4894,Malekolon Airport,MKN
4895,Negril Airport,NEG
4896,Tinson Pen Airport,KTP
4897,Mili Island Airport,MIJ
4898,Malalaua Airport,MLQ
4899,Hinthada Airport,HEB
4900,Heho Airport,HEH
4901,Aeródromo de Cupul,TZM
4902,General Juan N. Álvarez International Airport,ACA
4903,Del Norte International Airport,NTR
4904,Jesús Terán Peredo International Airport,AGU
4905,Bahías de Huatulco International Airport,HUX
4906,Cananea National Airport,CNA
4907,General Mariano Matamoros International Airport,CVJ
4908,Ciudad Acuña New International Airport,ACN
4909,Ciudad del Carmen International Airport,CME
4910,Aeropuerto Municipal de Nuevo Casas Grandes,NCG
4911,Bachigualato Federal International Airport,CUL
4912,Chetumal International Airport,CTM
4913,Ciudad Obregón International Airport,CEN
4914,San Antonio Copalar Airport,CJT
4915,Ingeniero Alberto Acuña Ongay International Airport,CPE
4916,Abraham González International Airport,CJS
4917,Chichén Itzá International Airport,CZA
4918,General Roberto Fierro Villalobos International Airport,CUU
4919,General Pedro Jose Mendez International Airport,CVM
4920,Captain Rogelio Castillo National Airport,CYW
4921,Cozumel International Airport,CZM
4922,Ciudad Constitución National Airport,CUA
4923,Ciudad Mante Los Huastecas National Airport,MMC
4924,General Guadalupe Victoria International Airport,DGO
4925,Amado Nervo National Airport,TPQ
4926,Ensenada International Airport / El Ciprés Air Base,ESE
4927,Guadalajara International Airport,GDL
4928,General José María Yáñez International Airport,GYM
4929,Guerrero Negro Airport,GUB
4930,Tehuacan Airport,TCN
4931,General Ignacio P. Garcia International Airport,HMO
4932,Licenciado Miguel de la Madrid International Airport,CLQ
4933,Isla Mujeres National Airport,ISJ
4934,Plan De Guadalupe International Airport,SLW
4935,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,IZT
4936,El Lencero Airport,JAL
4937,Jorge Jiménez Cantú National Airport,AZP
4938,Lázaro Cárdenas Airport,LZC
4939,Valle del Fuerte International Airport,LMM
4940,Del Bajío International Airport,BJX
4941,Manuel Márquez de León International Airport,LAP
4942,Loreto International Airport,LTO
4943,General Servando Canales International Airport,MAM
4944,Manuel Crescencio Rejón International Airport,MID
4945,Mulege Airport,MUG
4946,General Rodolfo Sánchez Taboada International Airport,MXL
4947,General Francisco J. Mujica International Airport,MLM
4948,Minatitlán/Coatzacoalcos International Airport,MTT
4949,Monclova International Airport,LOV
4950,Benito Juárez International Airport,MEX
4951,Monterrey International Airport,MTY
4952,General Rafael Buelna International Airport,MZT
4953,Nogales International Airport,NOG
4954,Quetzalcóatl International Airport,NLD
4955,Xoxocotlán International Airport,OAX
4956,El Tajín National Airport,PAZ
4957,Hermanos Serdán International Airport,PBC
4958,Piedras Negras International Airport,PDS
4959,Punta Colorada Airport,PCO
4960,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,UPN
4961,Palenque International Airport,PQM
4962,Puerto Vallarta International Airport,PVR
4963,Puerto Escondido International Airport,PXM
4964,Querétaro Intercontinental Airport,QRO
4965,General Lucio Blanco International Airport,REX
4966,Los Cabos International Airport,SJD
4967,San Felipe International Airport,SFH
4968,General Felipe Ángeles International Airport,NLU
4969,Ponciano Arriaga International Airport,SLP
4970,Francisco Sarabia Tinoco International Airport,TRC
4971,Angel Albino Corzo International Airport,TGZ
4972,General Abelardo L. Rodriguez International Airport,TIJ
4973,Felipe Carrillo Puerto International Airport,TQO
4974,General Francisco Javier Mina International Airport,TAM
4975,Tamuín National Airport,TSL
4976,Adolfo López Mateos International Airport,TLC
4977,Tapachula International Airport,TAP
4978,Cancún International Airport,CUN
4979,Mal Airport,MMV
4980,Carlos Rovirosa Pérez International Airport,VSA
4981,General Heriberto Jara International Airport,VER
4982,General Leobardo C. Ruiz International Airport,ZCL
4983,Ixtapa-Zihuatanejo International Airport,ZIH
4984,Zamora Airport,ZMM
4985,Playa de Oro International Airport,ZLO
4986,Mandalgobi Airport,MXW
4987,Bluefields Airport,BEF
4988,San Pedro Airport,BZA
4989,Costa Esmeralda Airport,ECI
4990,Corn Island Airport,RNI
4991,Augusto C. Sandino (Managua) International Airport,MGA
4992,Maron Island Airport,MNP
4993,Puerto Cabezas Airport,PUZ
4994,Rosita Airport,RFS
4995,San Carlos Airport,NCR
4996,Siuna,SIU
4997,Waspam Airport,WSP
4998,Maleo Airport,MOH
4999,Moses Point Airport,MOS
5000,Bocas del Toro International Airport,BOC
5001,Alonso Valderrama Airport,CTD
5002,Changuinola Captain Manuel Niño International Airport,CHX
5003,Enrique Malek International Airport,DAV
5004,Enrique Adolfo Jimenez Airport,ONX
5005,Makini Airport,MPG
5006,Panamá Pacífico International Airport,BLB
5007,Mamitupu Airport,MPI
5008,Jaqué Airport,JQE
5009,Marcos A. Gelabert International Airport,PAC
5010,Puerto Obaldía Airport,PUE
5011,Capt. J. Montenegro Airport,PDM
5012,Scarlett Martinez International Airport,RIH
5013,Ruben Cantu Airport,SYP
5014,Tocumen International Airport,PTY
5015,Mapua(Mabua) Airport,MPU
5016,El Porvenir Airport,PVE
5017,San Blas Airport,NBL
5018,Miyanmin Airport,MPX
5019,Malam Airport,MQO
5020,La Fortuna Arenal Airport,FON
5021,Buenos Aires Airport,BAI
5022,Barra del Colorado Airport,BCL
5023,Barra del Tortuguero,TTQ
5024,Coto 47 Airport,OTR
5025,Chacarita Airport,JAP
5026,Playa Samara/Carrillo Airport,PLD
5027,Drake Bay Airport,DRK
5028,Flamingo Airport,FMG
5029,Golfito Airport,GLF
5030,Guapiles Airport,GPL
5031,Islita Airport,PBP
5032,Guanacaste Airport,LIR
5033,Los Chiles Airport,LSL
5034,Limon International Airport,LIO
5035,Mojica Airport,CSC
5036,Guanacaste Airport,NCT
5037,Nosara Airport,NOB
5038,Juan Santamaría International Airport,SJO
5039,Puerto Jimenez Airport,PJM
5040,Palmar Sur Airport,PMZ
5041,Tobías Bolaños International Airport,SYQ
5042,Quepos Managua Airport,XQP
5043,Rio Frio / Progreso Airport,RFR
5044,San Isidro del General Airport,IPZ
5045,San Vito de Java Airport,TOO
5046,Moroak Airport,MRT
5047,Tamarindo Airport,TNO
5048,Tambor Airport,TMU
5049,Upala Airport,UPL
5050,Marigot Seaplane Base,MSB
5051,Monseñor Óscar Arnulfo Romero International Airport,SAL
5052,Ilopango International Airport,ILS
5053,Les Cayes Airport,CYA
5054,Cap Haitien International Airport,CAP
5055,Metro Field,MTX
5056,Jacmel Airport,JAK
5057,Jérémie Airport,JEE
5058,Toussaint Louverture International Airport,PAP
5059,Port-de-Paix Airport,PAX
5060,Montepuez Airport,MTU
5061,Agalega Island Airstrip,AHG
5062,Gustavo Rizo Airport,BCA
5063,Las Brujas Airport,BWW
5064,Carlos Manuel de Cespedes Airport,BYM
5065,Máximo Gómez Airport,AVI
5066,Jardines Del Rey Airport,CCC
5067,Jaime Gonzalez Airport,CFG
5068,Vilo Acuña International Airport,CYO
5069,Ignacio Agramonte International Airport,CMW
5070,Antonio Maceo International Airport,SCU
5071,Leeward Point Field,NBW
5072,Mariana Grajales Airport,GAO
5073,José Martí International Airport,HAV
5074,Frank Pais International Airport,HOG
5075,Kawama Airport,VRO
5076,La Coloma Airport,LCL
5077,Alfredo Noa Díaz Airport,UMA
5078,Mayajigua Airport,MJG
5079,Orestes Acosta Airport,MOA
5080,Sierra Maestra International Airport,MZO
5081,Rafael Cabrera Airport,GER
5082,Playa Baracoa Airport,UPB
5083,Abel Santamaria Airport,SNU
5084,San Julián Air Base,SNJ
5085,Siguanea Airport,SZJ
5086,Sancti Spiritus Airport,USS
5087,Alberto Delgado Airport,TND
5088,Juan Gualberto Gomez International Airport,VRA
5089,Hermanos Ameijeiras Airport,VTU
5090,Faresmaathoda Airport,FMT
5091,Charles Kirkconnell International Airport,CYB
5092,Edward Bodden Little Cayman Airfield,LYB
5093,Owen Roberts International Airport,GCM
5094,Motswari Airport,MWR
5095,Mussau Airport,MWU
5096,Punta Abreojos Airport,AJS
5097,Apatzingán - Pablo L. Sidar Airport,AZG
5098,Playa del Carmen National Airport,PCM
5099,Punta Chivato Airport,PCV
5100,Estación Aeronaval de Salina Cruz,SCX
5101,San Ignacio Airport,SGM
5102,Base Aeronaval de Tulum,TUY
5103,San Luis Río Colorado Airport,UAC
5104,Álamos Airport,XAL
5105,Monticello Airport,MXC
5106,Mindik Airport,MXK
5107,Sungai Tekai Airport,GTK
5108,Long Banga Airport,LBP
5109,Sipitang Airport,SPT
5110,Clarence A. Bain Airport,MAY
5111,Andros Town Airport,ASD
5112,Congo Town Airport,TZN
5113,Leonard M Thompson International Airport,MHH
5114,San Andros Airport,SAQ
5115,Spring Point Airport,AXP
5116,Treasure Cay Airport,TCB
5117,Walkers Cay Airport,WKR
5118,Chub Cay Airport,CCZ
5119,Great Harbour Cay Airport,GHC
5120,South Bimini Airport,BIM
5121,Arthur's Town Airport,ATC
5122,New Bight Airport,TBI
5123,Cat Cay Airport,CXY
5124,Colonel Hill Airport,CRI
5125,Pitts Town Airport,PWN
5126,Exuma International Airport,GGT
5127,North Eleuthera Airport,ELH
5128,Governor's Harbour Airport,GHB
5129,Normans Cay Airport,NMC
5130,Rock Sound Airport,RSD
5131,Staniel Cay Airport,TYM
5132,Grand Bahama International Airport,FPO
5133,West End Airport,WTD
5134,Inagua Airport,IGA
5135,May Creek Airport,MYK
5136,Deadman's Cay Airport,LGI
5137,Stella Maris Airport,SML
5138,Mayaguana Airport,MYG
5139,Lynden Pindling International Airport,NAS
5140,Duncan Town Airport,DCT
5141,Rum Cay International Airport,RCY
5142,Moyale Airport,MYS
5143,San Salvador Airport,ZSA
5144,Menyamya Airport,MYX
5145,Paradise Island Airport,NTC
5146,Ibo Airport,IBO
5147,Chokwé Airport,TGS
5148,Philip S. W. Goldson International Airport,BZE
5149,Manatee Airport,MZE
5150,San Ignacio Town (Maya Flats) Airstrip,CYD
5151,Ine Airport,IMI
5152,Bagani Airport,BQI
5153,Ongava Lodge Airstrip,OGV
5154,Changbaishan Airport,NBS
5155,Aitutaki Airport,AIT
5156,Enua Airport,AIU
5157,Mangaia Island Airport,MGS
5158,Manihiki Island Airport,MHX
5159,Mauke Airport,MUK
5160,Mitiaro Island Airport,MOI
5161,Pukapuka Island Airport,PZK
5162,Tongareva Airport,PYE
5163,Rarotonga International Airport,RAR
5164,Namudi Airport,NDI
5165,Nadunumu Airport,NDN
5166,Browns Airport,EPG
5167,Cicia Airport,ICI
5168,Castaway Island Seaplane Base,CST
5169,Nadi International Airport,NAN
5170,Malolo Lailai Island Airport,PTF
5171,Rabi Island Airport,RBI
5172,Vunisea Airport,KDV
5173,Mana Island Airport,MNF
5174,Moala Airport,MFJ
5175,Nausori International Airport,SUV
5176,Levuka Airfield,LEV
5177,Ngau Airport,NGI
5178,Laucala Island Airport,LUC
5179,Lakeba Island Airport,LKB
5180,Labasa Airport,LBS
5181,Matei Airport,TVU
5182,Koro Island Airport,KXF
5183,Rotuma Airport,RTA
5184,Savusavu Airport,SVU
5185,Wakaya Island Airport,KAY
5186,Ono-i-Lau Airport,ONU
5187,Yasawa Island Airport,YAS
5188,Kaufana Airport,EUA
5189,Fua'amotu International Airport,TBU
5190,Lifuka Island Airport,HPA
5191,Mata'aho Airport,NFO
5192,Kuini Lavenia Airport,NTT
5193,Vava'u International Airport,VAV
5194,Turtle Island Seaplane Base,TTL
5195,Vanua Balavu Airport,VBV
5196,Vatulele Airport,VTF
5197,Gombe Lawanti International Airport,GMO
5198,Port Harcourt City Airport / Port Harcourt Air Force Base,PHG
5199,Warri Airport,QRW
5200,Abaiang Airport,ABF
5201,Beru Airport,BEZ
5202,Funafuti International Airport,FUN
5203,Kuria Airport,KUC
5204,Maiana Airport,MNK
5205,Marakei Airport,MZK
5206,Makin Island Airport,MTK
5207,Nikunau Airport,NIG
5208,Onotoa Airport,OOT
5209,Bonriki International Airport,TRW
5210,Abemama Airport,AEA
5211,Tabiteuea North Airport,TBF
5212,Tamana Island Airport,TMN
5213,Nonouti Airport,NON
5214,Arorae Island Airport,AIS
5215,Tabiteuea South Airport,TSU
5216,Butaritari Airport,BBG
5217,Aranuka Airport,AAK
5218,Niokolo-Koba Airport,NIK
5219,Ninilchik Airport,NIN
5220,Niue International Airport,IUE
5221,Nenjiang Melgen Airport,NJJ
5222,Sinak Airport,NKD
5223,Ninglang Luguhu Airport,NLH
5224,Pointe Vele Airport,FUT
5225,Hihifo Airport,WLS
5226,Industrial Airpark,HBB
5227,Nangade Airport,NND
5228,Nomad River Airport,NOM
5229,Naoro Airport,NOO
5230,Pokhara International Airport,PKR
5231,Nipa Airport,NPG
5232,Newry Airport,NRY
5233,Ofu Airport,OFU
5234,Asau Airport,AAU
5235,Faleolo International Airport,APW
5236,Fagali'i Airport,FGI
5237,Fitiuta Airport,FTI
5238,Maota Airport,MXS
5239,Pago Pago International Airport,PPG
5240,Faa'a International Airport,PPT
5241,Rimatara Airport,RMT
5242,Rurutu Airport,RUR
5243,Tubuai Airport,TUB
5244,Raivavae Airport,RVV
5245,Anaa Airport,AAA
5246,Fangatau Airport,FGU
5247,Tikehau Airport,TIH
5248,Apataki Airport,APK
5249,Reao Airport,REA
5250,Fakarava Airport,FAV
5251,Hikueru Airport,HHZ
5252,Manihi Airport,XMH
5253,Totegegie Airport,GMR
5254,Kaukura Airport,KKR
5255,Makemo Airport,MKP
5256,Napuka Island Airport,NAU
5257,Tatakoto Airport,TKV
5258,Puka Puka Airport,PKP
5259,Pukaruha Airport,PUK
5260,Takapoto Airport,TKP
5261,Arutua Airport,AXR
5262,Mataiva Airport,MVT
5263,Nukutavake Airport,NUK
5264,Tureia Airport,ZTA
5265,Ahe Airport,AHE
5266,Kauehi Airport,KHZ
5267,Faaite Airport,FAC
5268,Fakahina Airport,FHZ
5269,Aratika Nord Airport,RKA
5270,Takume Airport,TJN
5271,Naiu Airport,NIU
5272,Raroia Airport,RRR
5273,Takaroa Airport,TKX
5274,Katiu Airport,KXU
5275,Nukutepipi Airport,NKP
5276,Nuku Hiva Airport,NHV
5277,Hiva Oa-Atuona Airport,AUQ
5278,Ua Pou Airport,UAP
5279,Ua Huka Airport,UAH
5280,Bora Bora Airport,BOB
5281,Tetiaroa Airport,TTI
5282,Rangiroa Airport,RGI
5283,Huahine-Fare Airport,HUH
5284,Moorea Temae Airport,MOZ
5285,Hao Airport,HOI
5286,Maupiti Airport,MAU
5287,Raiatea Airport,RFP
5288,Tupai Airport,TPX
5289,Moruroa Airport,UOA
5290,Vahitahi Airport,VHZ
5291,Castlereagh Lake Seaplane Base,NUF
5292,Nuguria Airstrip,NUG
5293,Yucca Airstrip,UCC
